2021-10-18 16:13:23 INFO  AllTests:55 - Starting AllTests using Java 15 on DESKTOP-Patrick with PID 23264 (started by pacht in C:\Users\pacht\Documents\Revature\Projects\Project2\mental-health-app\MentalHealthApp)
2021-10-18 16:39:58 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:39:58 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:39:58 INFO  LoggingAspect:290 - Patient com.revature.services.LoginService.loginPatient(LoginDTO) ----- FAILED
2021-10-18 16:39:58 INFO  LoggingAspect:387 - Professional com.revature.services.ProfessionalService.registerProfessional(Professional) ----- SUCCESSFUL
2021-10-18 16:39:58 INFO  LoggingAspect:301 - Professional com.revature.services.LoginService.loginProfessional(LoginDTO) ----- FAILED
2021-10-18 16:39:58 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:39:58 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:39:58 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:39:58 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:39:58 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getMyEntries(int) ----- SUCCESSFUL
2021-10-18 16:39:58 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.getEntry(int,int) ----- FAILED
2021-10-18 16:39:59 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:39:59 INFO  LoggingAspect:524 - boolean com.revature.services.ServiceLibrary.doesPatientHaveProfessional(Professional,int) ----- PATIENT WITH ID: 1 HAS AN ASSIGNED PROFESSIONAL
2021-10-18 16:39:59 INFO  LoggingAspect:438 - Reply com.revature.services.ProfessionalService.addReply(Reply,int,int) ----- FAILED
2021-10-18 16:39:59 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:39:59 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:39:59 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllThisPatientsEntries(int,int) ----- SUCCESSFUL
2021-10-18 16:39:59 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:39:59 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:39:59 INFO  LoggingAspect:430 - Entry com.revature.services.ProfessionalService.getEntryFromPatient(int,int) ----- SUCCESSFUL
2021-10-18 16:39:59 INFO  LoggingAspect:370 - Boolean com.revature.services.PatientService.deleteReply(int,int) ----- FAILED
2021-10-18 16:39:59 INFO  LoggingAspect:358 - Boolean com.revature.services.PatientService.deleteEntry(int,int) ----- FAILED
2021-10-18 16:43:47 INFO  AllTests:55 - Starting AllTests using Java 15 on DESKTOP-Patrick with PID 20240 (started by pacht in C:\Users\pacht\Documents\Revature\Projects\Project2\mental-health-app\MentalHealthApp)
2021-10-18 16:43:47 DEBUG AllTests:56 - Running with Spring Boot v2.5.5, Spring v5.3.10
2021-10-18 16:43:47 INFO  AllTests:659 - No active profile set, falling back to default profiles: default
2021-10-18 16:43:52 INFO  AllTests:61 - Started AllTests in 4.421 seconds (JVM running for 5.354)
2021-10-18 16:43:52 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:43:52 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:43:52 INFO  LoggingAspect:286 - Patient com.revature.services.LoginService.loginPatient(LoginDTO) ----- SUCCESSFUL
2021-10-18 16:43:52 INFO  LoggingAspect:387 - Professional com.revature.services.ProfessionalService.registerProfessional(Professional) ----- SUCCESSFUL
2021-10-18 16:43:52 INFO  LoggingAspect:297 - Professional com.revature.services.LoginService.loginProfessional(LoginDTO) ----- SUCCESSFUL
2021-10-18 16:43:52 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:43:52 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:43:52 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:43:52 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:43:52 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getMyEntries(int) ----- SUCCESSFUL
2021-10-18 16:43:52 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.getEntry(int,int) ----- FAILED
2021-10-18 16:43:52 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:43:52 INFO  LoggingAspect:524 - boolean com.revature.services.ServiceLibrary.doesPatientHaveProfessional(Professional,int) ----- PATIENT WITH ID: 1 HAS AN ASSIGNED PROFESSIONAL
2021-10-18 16:43:52 INFO  LoggingAspect:438 - Reply com.revature.services.ProfessionalService.addReply(Reply,int,int) ----- FAILED
2021-10-18 16:43:52 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:43:52 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:43:52 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllThisPatientsEntries(int,int) ----- SUCCESSFUL
2021-10-18 16:43:52 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:43:52 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:43:52 INFO  LoggingAspect:430 - Entry com.revature.services.ProfessionalService.getEntryFromPatient(int,int) ----- SUCCESSFUL
2021-10-18 16:43:52 INFO  LoggingAspect:370 - Boolean com.revature.services.PatientService.deleteReply(int,int) ----- FAILED
2021-10-18 16:43:52 INFO  LoggingAspect:358 - Boolean com.revature.services.PatientService.deleteEntry(int,int) ----- FAILED
2021-10-18 16:44:26 INFO  AllTests:55 - Starting AllTests using Java 15 on DESKTOP-Patrick with PID 7112 (started by pacht in C:\Users\pacht\Documents\Revature\Projects\Project2\mental-health-app\MentalHealthApp)
2021-10-18 16:44:26 DEBUG AllTests:56 - Running with Spring Boot v2.5.5, Spring v5.3.10
2021-10-18 16:44:26 INFO  AllTests:659 - No active profile set, falling back to default profiles: default
2021-10-18 16:44:30 INFO  AllTests:61 - Started AllTests in 4.083 seconds (JVM running for 4.984)
2021-10-18 16:44:30 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:44:30 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:44:30 INFO  LoggingAspect:286 - Patient com.revature.services.LoginService.loginPatient(LoginDTO) ----- SUCCESSFUL
2021-10-18 16:44:30 INFO  LoggingAspect:387 - Professional com.revature.services.ProfessionalService.registerProfessional(Professional) ----- SUCCESSFUL
2021-10-18 16:44:30 INFO  LoggingAspect:297 - Professional com.revature.services.LoginService.loginProfessional(LoginDTO) ----- SUCCESSFUL
2021-10-18 16:44:30 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:44:30 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:44:30 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:44:30 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:44:30 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getMyEntries(int) ----- SUCCESSFUL
2021-10-18 16:44:30 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.getEntry(int,int) ----- FAILED
2021-10-18 16:44:30 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:44:30 INFO  LoggingAspect:524 - boolean com.revature.services.ServiceLibrary.doesPatientHaveProfessional(Professional,int) ----- PATIENT WITH ID: 1 HAS AN ASSIGNED PROFESSIONAL
2021-10-18 16:44:30 INFO  LoggingAspect:438 - Reply com.revature.services.ProfessionalService.addReply(Reply,int,int) ----- FAILED
2021-10-18 16:44:30 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:44:30 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:44:30 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllThisPatientsEntries(int,int) ----- SUCCESSFUL
2021-10-18 16:44:30 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:44:30 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:44:30 INFO  LoggingAspect:430 - Entry com.revature.services.ProfessionalService.getEntryFromPatient(int,int) ----- SUCCESSFUL
2021-10-18 16:44:30 INFO  LoggingAspect:370 - Boolean com.revature.services.PatientService.deleteReply(int,int) ----- FAILED
2021-10-18 16:44:30 INFO  LoggingAspect:358 - Boolean com.revature.services.PatientService.deleteEntry(int,int) ----- FAILED
2021-10-18 16:47:13 INFO  AllTests:55 - Starting AllTests using Java 15 on DESKTOP-Patrick with PID 17288 (started by pacht in C:\Users\pacht\Documents\Revature\Projects\Project2\mental-health-app\MentalHealthApp)
2021-10-18 16:47:13 DEBUG AllTests:56 - Running with Spring Boot v2.5.5, Spring v5.3.10
2021-10-18 16:47:13 INFO  AllTests:659 - No active profile set, falling back to default profiles: default
2021-10-18 16:47:17 INFO  AllTests:61 - Started AllTests in 4.171 seconds (JVM running for 5.06)
2021-10-18 16:47:17 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:47:17 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:47:17 INFO  LoggingAspect:286 - Patient com.revature.services.LoginService.loginPatient(LoginDTO) ----- SUCCESSFUL
2021-10-18 16:47:17 INFO  LoggingAspect:387 - Professional com.revature.services.ProfessionalService.registerProfessional(Professional) ----- SUCCESSFUL
2021-10-18 16:47:17 INFO  LoggingAspect:297 - Professional com.revature.services.LoginService.loginProfessional(LoginDTO) ----- SUCCESSFUL
2021-10-18 16:47:17 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:47:17 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:47:17 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:47:17 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:47:17 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getMyEntries(int) ----- SUCCESSFUL
2021-10-18 16:47:17 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.getEntry(int,int) ----- FAILED
2021-10-18 16:47:17 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:47:17 INFO  LoggingAspect:524 - boolean com.revature.services.ServiceLibrary.doesPatientHaveProfessional(Professional,int) ----- PATIENT WITH ID: 1 HAS AN ASSIGNED PROFESSIONAL
2021-10-18 16:47:17 INFO  LoggingAspect:438 - Reply com.revature.services.ProfessionalService.addReply(Reply,int,int) ----- FAILED
2021-10-18 16:47:17 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:47:17 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:47:17 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllThisPatientsEntries(int,int) ----- SUCCESSFUL
2021-10-18 16:47:17 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:47:17 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:47:17 INFO  LoggingAspect:430 - Entry com.revature.services.ProfessionalService.getEntryFromPatient(int,int) ----- SUCCESSFUL
2021-10-18 16:47:17 INFO  LoggingAspect:370 - Boolean com.revature.services.PatientService.deleteReply(int,int) ----- FAILED
2021-10-18 16:47:17 INFO  LoggingAspect:358 - Boolean com.revature.services.PatientService.deleteEntry(int,int) ----- FAILED
2021-10-18 16:47:59 INFO  AllTests:55 - Starting AllTests using Java 15 on DESKTOP-Patrick with PID 6900 (started by pacht in C:\Users\pacht\Documents\Revature\Projects\Project2\mental-health-app\MentalHealthApp)
2021-10-18 16:47:59 DEBUG AllTests:56 - Running with Spring Boot v2.5.5, Spring v5.3.10
2021-10-18 16:47:59 INFO  AllTests:659 - No active profile set, falling back to default profiles: default
2021-10-18 16:48:03 INFO  AllTests:61 - Started AllTests in 4.42 seconds (JVM running for 5.312)
2021-10-18 16:48:04 INFO  LoggingAspect:325 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- FAILED
2021-10-18 16:48:04 INFO  LoggingAspect:325 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- FAILED
2021-10-18 16:48:04 INFO  LoggingAspect:286 - Patient com.revature.services.LoginService.loginPatient(LoginDTO) ----- SUCCESSFUL
2021-10-18 16:48:04 INFO  LoggingAspect:384 - Professional com.revature.services.ProfessionalService.registerProfessional(Professional) ----- FAILED
2021-10-18 16:48:04 INFO  LoggingAspect:297 - Professional com.revature.services.LoginService.loginProfessional(LoginDTO) ----- SUCCESSFUL
2021-10-18 16:48:04 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:48:04 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:48:04 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:48:04 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:48:04 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getMyEntries(int) ----- SUCCESSFUL
2021-10-18 16:48:04 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.getEntry(int,int) ----- FAILED
2021-10-18 16:48:04 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:48:04 INFO  LoggingAspect:524 - boolean com.revature.services.ServiceLibrary.doesPatientHaveProfessional(Professional,int) ----- PATIENT WITH ID: 1 HAS AN ASSIGNED PROFESSIONAL
2021-10-18 16:48:04 INFO  LoggingAspect:438 - Reply com.revature.services.ProfessionalService.addReply(Reply,int,int) ----- FAILED
2021-10-18 16:48:04 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:48:04 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:48:04 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllThisPatientsEntries(int,int) ----- SUCCESSFUL
2021-10-18 16:48:04 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:48:04 INFO  LoggingAspect:430 - Entry com.revature.services.ProfessionalService.getEntryFromPatient(int,int) ----- SUCCESSFUL
2021-10-18 16:48:04 INFO  LoggingAspect:370 - Boolean com.revature.services.PatientService.deleteReply(int,int) ----- FAILED
2021-10-18 16:48:04 INFO  LoggingAspect:358 - Boolean com.revature.services.PatientService.deleteEntry(int,int) ----- FAILED
2021-10-18 16:48:11 INFO  AllTests:55 - Starting AllTests using Java 15 on DESKTOP-Patrick with PID 4252 (started by pacht in C:\Users\pacht\Documents\Revature\Projects\Project2\mental-health-app\MentalHealthApp)
2021-10-18 16:48:11 DEBUG AllTests:56 - Running with Spring Boot v2.5.5, Spring v5.3.10
2021-10-18 16:48:11 INFO  AllTests:659 - No active profile set, falling back to default profiles: default
2021-10-18 16:48:16 INFO  AllTests:61 - Started AllTests in 4.213 seconds (JVM running for 5.117)
2021-10-18 16:48:16 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:48:16 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:48:16 INFO  LoggingAspect:286 - Patient com.revature.services.LoginService.loginPatient(LoginDTO) ----- SUCCESSFUL
2021-10-18 16:48:16 INFO  LoggingAspect:387 - Professional com.revature.services.ProfessionalService.registerProfessional(Professional) ----- SUCCESSFUL
2021-10-18 16:48:16 INFO  LoggingAspect:297 - Professional com.revature.services.LoginService.loginProfessional(LoginDTO) ----- SUCCESSFUL
2021-10-18 16:48:16 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:48:16 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:48:16 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:48:16 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:48:16 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getMyEntries(int) ----- SUCCESSFUL
2021-10-18 16:48:16 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.getEntry(int,int) ----- FAILED
2021-10-18 16:48:16 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:48:16 INFO  LoggingAspect:524 - boolean com.revature.services.ServiceLibrary.doesPatientHaveProfessional(Professional,int) ----- PATIENT WITH ID: 1 HAS AN ASSIGNED PROFESSIONAL
2021-10-18 16:48:16 INFO  LoggingAspect:438 - Reply com.revature.services.ProfessionalService.addReply(Reply,int,int) ----- FAILED
2021-10-18 16:48:16 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:48:16 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:48:16 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllThisPatientsEntries(int,int) ----- SUCCESSFUL
2021-10-18 16:48:16 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:48:16 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:48:16 INFO  LoggingAspect:430 - Entry com.revature.services.ProfessionalService.getEntryFromPatient(int,int) ----- SUCCESSFUL
2021-10-18 16:48:16 INFO  LoggingAspect:370 - Boolean com.revature.services.PatientService.deleteReply(int,int) ----- FAILED
2021-10-18 16:48:16 INFO  LoggingAspect:358 - Boolean com.revature.services.PatientService.deleteEntry(int,int) ----- FAILED
2021-10-18 16:48:54 INFO  AllTests:55 - Starting AllTests using Java 15 on DESKTOP-Patrick with PID 17396 (started by pacht in C:\Users\pacht\Documents\Revature\Projects\Project2\mental-health-app\MentalHealthApp)
2021-10-18 16:48:54 DEBUG AllTests:56 - Running with Spring Boot v2.5.5, Spring v5.3.10
2021-10-18 16:48:54 INFO  AllTests:659 - No active profile set, falling back to default profiles: default
2021-10-18 16:48:58 INFO  AllTests:61 - Started AllTests in 4.105 seconds (JVM running for 5.012)
2021-10-18 16:48:58 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:48:58 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:48:58 INFO  LoggingAspect:286 - Patient com.revature.services.LoginService.loginPatient(LoginDTO) ----- SUCCESSFUL
2021-10-18 16:48:58 INFO  LoggingAspect:387 - Professional com.revature.services.ProfessionalService.registerProfessional(Professional) ----- SUCCESSFUL
2021-10-18 16:48:58 INFO  LoggingAspect:297 - Professional com.revature.services.LoginService.loginProfessional(LoginDTO) ----- SUCCESSFUL
2021-10-18 16:48:58 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:48:58 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:48:58 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:48:58 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:48:58 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getMyEntries(int) ----- SUCCESSFUL
2021-10-18 16:48:58 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.getEntry(int,int) ----- FAILED
2021-10-18 16:48:58 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:48:58 INFO  LoggingAspect:524 - boolean com.revature.services.ServiceLibrary.doesPatientHaveProfessional(Professional,int) ----- PATIENT WITH ID: 1 HAS AN ASSIGNED PROFESSIONAL
2021-10-18 16:48:58 INFO  LoggingAspect:438 - Reply com.revature.services.ProfessionalService.addReply(Reply,int,int) ----- FAILED
2021-10-18 16:48:58 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:48:58 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:48:58 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllThisPatientsEntries(int,int) ----- SUCCESSFUL
2021-10-18 16:48:58 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:48:58 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:48:58 INFO  LoggingAspect:430 - Entry com.revature.services.ProfessionalService.getEntryFromPatient(int,int) ----- SUCCESSFUL
2021-10-18 16:48:58 INFO  LoggingAspect:370 - Boolean com.revature.services.PatientService.deleteReply(int,int) ----- FAILED
2021-10-18 16:48:58 INFO  LoggingAspect:358 - Boolean com.revature.services.PatientService.deleteEntry(int,int) ----- FAILED
2021-10-18 16:49:03 INFO  AllTests:55 - Starting AllTests using Java 15 on DESKTOP-Patrick with PID 19676 (started by pacht in C:\Users\pacht\Documents\Revature\Projects\Project2\mental-health-app\MentalHealthApp)
2021-10-18 16:49:03 DEBUG AllTests:56 - Running with Spring Boot v2.5.5, Spring v5.3.10
2021-10-18 16:49:03 INFO  AllTests:659 - No active profile set, falling back to default profiles: default
2021-10-18 16:49:07 INFO  AllTests:61 - Started AllTests in 4.146 seconds (JVM running for 5.062)
2021-10-18 16:49:07 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:49:07 INFO  LoggingAspect:328 - Patient com.revature.services.PatientService.registerPatient(Patient) ----- SUCCESSFUL
2021-10-18 16:49:07 INFO  LoggingAspect:286 - Patient com.revature.services.LoginService.loginPatient(LoginDTO) ----- SUCCESSFUL
2021-10-18 16:49:07 INFO  LoggingAspect:387 - Professional com.revature.services.ProfessionalService.registerProfessional(Professional) ----- SUCCESSFUL
2021-10-18 16:49:07 INFO  LoggingAspect:297 - Professional com.revature.services.LoginService.loginProfessional(LoginDTO) ----- SUCCESSFUL
2021-10-18 16:49:07 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:49:07 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:49:07 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:49:07 INFO  LoggingAspect:339 - Entry com.revature.services.PatientService.addEntry(Entry,int) ----- SUCCESSFUL
2021-10-18 16:49:07 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getMyEntries(int) ----- SUCCESSFUL
2021-10-18 16:49:07 INFO  LoggingAspect:336 - Entry com.revature.services.PatientService.getEntry(int,int) ----- FAILED
2021-10-18 16:49:07 INFO  LoggingAspect:350 - List com.revature.services.PatientService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:49:07 INFO  LoggingAspect:524 - boolean com.revature.services.ServiceLibrary.doesPatientHaveProfessional(Professional,int) ----- PATIENT WITH ID: 1 HAS AN ASSIGNED PROFESSIONAL
2021-10-18 16:49:07 INFO  LoggingAspect:438 - Reply com.revature.services.ProfessionalService.addReply(Reply,int,int) ----- FAILED
2021-10-18 16:49:07 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:49:07 INFO  LoggingAspect:398 - List com.revature.services.ProfessionalService.getUnassignedPatients(int) ----- SUCCESSFUL
2021-10-18 16:49:07 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllThisPatientsEntries(int,int) ----- SUCCESSFUL
2021-10-18 16:49:07 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:49:07 INFO  LoggingAspect:409 - List com.revature.services.ProfessionalService.getAllPublicEntries(int) ----- SUCCESSFUL
2021-10-18 16:49:07 INFO  LoggingAspect:430 - Entry com.revature.services.ProfessionalService.getEntryFromPatient(int,int) ----- SUCCESSFUL
2021-10-18 16:49:07 INFO  LoggingAspect:370 - Boolean com.revature.services.PatientService.deleteReply(int,int) ----- FAILED
2021-10-18 16:49:07 INFO  LoggingAspect:358 - Boolean com.revature.services.PatientService.deleteEntry(int,int) ----- FAILED
